trdar_no,trdar_nm,signgu_cd,signgu_nm,link_cnt,minm_road_cfi,max_road_cfi,ave_road_cfi,trdar_dgrm_crdnt
10047,정발산역_1,41285,고양시 일산동구,10,13,67,33.8,"MULTIPOLYGON(((126.768611847117 37.6568967559133,126.768544301943 37.6567524666791,126.769136596157 37.6557895912672,126.769215922849 37.6557897474087,126.774128797103 37.6575652241015,126.774151215307 37.6576463549983,126.773603999352 37.6587084495857,126.773411286118 37.6587260968161,126.768611847117 37.6568967559133)))"
10048,정발산역_2,41285,고양시 일산동구,10,9,73,36.9,"MULTIPOLYGON(((126.765403093635 37.6609898137616,126.765391760463 37.6609897910901,126.765335436911 37.6608815615284,126.767427692675 37.6586693331412,126.767678087865 37.6583274592092,126.767780167471 37.6583006321616,126.770643955869 37.6594054570091,126.769881404114 37.6604490930581,126.769415373712 37.6608896548631,126.767914402732 37.662481417549,126.767744486429 37.6624540519245,126.765403093635 37.6609898137616)))"
10049,정발산역_3,41285,고양시 일산동구,12,25,73,44.5,"MULTIPOLYGON(((126.769758472044 37.6635391920426,126.769747110486 37.6635481794694,126.769588300513 37.6635929161984,126.768140506984 37.662662059573,126.768106873201 37.6625448664817,126.769630227641 37.6610432427359,126.770449007643 37.6601438743796,126.770972360414 37.6594871865797,126.772659117976 37.6600941217832,126.772704201434 37.6601752968622,126.771930143207 37.6612819919205,126.769758472044 37.6635391920426)))"
10050,정발산역_4,41285,고양시 일산동구,10,9,73,30.0,"MULTIPOLYGON(((126.763071934825 37.6632443565032,126.765051165544 37.661178313756,126.76523252529 37.6611696672138,126.767641723149 37.6626971112533,126.767641553656 37.6627511693395,126.765594866099 37.6648553741359,126.763071934825 37.6632443565032)),((126.763071934825 37.6632443565032,126.763061202528 37.6632555595345,126.763061260134 37.6632375401799,126.763071934825 37.6632443565032)))"
10051,정발산역_5,41285,고양시 일산동구,14,14,73,38.5,"MULTIPOLYGON(((126.767302953793 37.6659129147389,126.767291648165 37.6659038825714,126.765889173844 37.6649730885817,126.765912325221 37.6648199693299,126.767867883833 37.6628597344314,126.767958495078 37.6628779332399,126.769395097086 37.6637637213805,126.769439954921 37.6639169750955,126.767461713525 37.6658862004775,126.767302953793 37.6659129147389)))"
10052,대화역_1,41287,고양시 일산서구,14,14,97,48.1,"MULTIPOLYGON(((126.74739622943 37.6771338823551,126.747379226012 37.677133845739,126.74658459324 37.6774654911154,126.746380520495 37.6774740597981,126.746098641494 37.6770319741922,126.74611037836 37.6769148733439,126.749345772647 37.6755163159809,126.749650153519 37.6760125002683,126.749570105122 37.6762195528089,126.74739622943 37.6771338823551)))"
10053,일산역,41287,고양시 일산서구,4,35,97,74.3,"MULTIPOLYGON(((126.769262508149 37.6839785565915,126.769261301428 37.6839790179579,126.769261308447 37.6839767655456,126.769262508149 37.6839785565915)),((126.769262508149 37.6839785565915,126.769976365418 37.6837056271064,126.769632321971 37.6831508546784,126.76992746408 37.6830252983599,126.770458004668 37.6837606293496,126.770541870808 37.684134696285,126.77068874563 37.6842971583481,126.772095317288 37.6840341149295,126.772691279471 37.6856254847807,126.771749731435 37.6858128590659,126.770700072794 37.6861306550897,126.770149361231 37.6864088773872,126.770059182527 37.6862420210722,126.769662737289 37.6861286215575,126.769441665802 37.6861281870024,126.769402372123 37.6860042263231,126.769150356055 37.6859294003127,126.769215852526 37.6858304225418,126.769565122788 37.6856193815706,126.769645385194 37.6853289763963,126.769374955784 37.6847968722411,126.769406629998 37.6846370123047,126.769704549526 37.6845317338809,126.769537774023 37.6843895033167,126.769262508149 37.6839785565915)))"
10055,주엽역_1,41287,고양시 일산서구,8,14,71,38.1,"MULTIPOLYGON(((126.758212634707 37.6712643226772,126.758212664105 37.6712553130154,126.757789658509 37.6706282644689,126.760763550116 37.6693279583695,126.761192269772 37.6699459983237,126.758212634707 37.6712643226772)))"
10056,주엽역_2,41287,고양시 일산서구,14,14,71,40.8,"MULTIPOLYGON(((126.758935214249 37.6721397531253,126.758912529868 37.6721442113571,126.758776599505 37.6721169026911,126.758460853402 37.6716162132988,126.758523547026 37.6715082257333,126.764006088895 37.6690552267229,126.764159060244 37.6690690490536,126.764542998335 37.6695203068916,126.764525595778 37.6696464081128,126.758935214249 37.6721397531253)))"
10060,파주출판산업단지,41480,파주시,8,7,43,18.5,"MULTIPOLYGON(((126.68750164673 37.7194094658142,126.687495966231 37.7194117031002,126.685949832241 37.714911767194,126.685563696542 37.714367902603,126.68540370058 37.7139868165306,126.684982592253 37.7130013836757,126.684775169762 37.7124399764941,126.684369156289 37.71124285505,126.684089930405 37.7102352758563,126.683870143575 37.7092526324519,126.683732598789 37.7082657052416,126.683575654728 37.707175114419,126.683590464619 37.7037064368764,126.683618286328 37.7031659323252,126.683750978111 37.7026302150758,126.683778010195 37.7022744063039,126.683728328581 37.7019589343517,126.683665434577 37.7014181852214,126.683826355433 37.7009095727652,126.684250677671 37.7004557266943,126.684452579559 37.7003076100554,126.685216318711 37.7000303606429,126.685578496083 37.700857967791,126.686010998569 37.7018164019244,126.686541779717 37.7030003382849,126.687105283289 37.7038239729181,126.687230591561 37.7043603815113,126.686663981545 37.7056112129432,126.686323673872 37.7063063000607,126.685814508066 37.7073748349413,126.685310911615 37.7084636540481,126.68530190895 37.708580755384,126.685318058572 37.7087835158251,126.685665587379 37.7097327125616,126.686142264044 37.7109840767005,126.686411171108 37.7117573725871,126.686674899047 37.7124157809634,126.687014203431 37.7133063885611,126.687190885031 37.7137663513516,126.687552646686 37.7147133273243,126.688026797725 37.7159061135147,126.688363002702 37.7161930626509,126.688733613499 37.7163900056574,126.688897781939 37.7164580131698,126.68983746077 37.7168591764349,126.688220042249 37.7191703684025,126.68750164673 37.7194094658142)))"
10061,금릉역,41480,파주시,19,0,73,40.9,"MULTIPOLYGON(((126.765666736694 37.7522560412977,126.76566105601 37.7522582823374,126.765590351183 37.7521905689192,126.767101840714 37.7496551274837,126.767195528918 37.749630537247,126.767844383076 37.7498683266912,126.768107953824 37.7499454302339,126.768241221341 37.7499637131074,126.768391530209 37.7499752723131,126.768507608354 37.7500475785291,126.768537802715 37.7503697314999,126.768496486647 37.750880944833,126.768472613984 37.7512570485502,126.768483254995 37.7514823096162,126.768478942844 37.7519530527519,126.76848573065 37.7525026517819,126.76840608897 37.7525700663915,126.767728147652 37.7525529576555,126.767654277985 37.7525888495988,126.767132338394 37.7525788038729,126.766712608455 37.7525419305729,126.766593549069 37.7525146646764,126.766332736341 37.7524600872696,126.766018096611 37.7523828778166,126.765981325572 37.7523490183872,126.765666736694 37.7522560412977)))"
10062,금촌역_1,41480,파주시,28,9,89,59.8,"MULTIPOLYGON(((126.770901836986 37.758262280291,126.770899006974 37.7582600223591,126.770850910771 37.7582171327377,126.770888043452 37.7563071716495,126.771276688268 37.7563124358235,126.771478103014 37.7563150812641,126.771736026552 37.7563921656284,126.771717689082 37.7568178332205,126.772390017283 37.7568281509467,126.77215647741 37.7571227611794,126.772232533375 37.7572985961379,126.772462396813 37.7572765188238,126.772721537846 37.7569594336766,126.77246662175 37.7568260473522,126.77279971548 37.7564460384509,126.773247915998 37.7564581688052,126.773520206164 37.7564767147077,126.773497660224 37.7573528541272,126.773471837336 37.7574474049258,126.773355390247 37.7574899752668,126.773258677346 37.7575731268568,126.773201751087 37.7576338314158,126.773195848844 37.7577081491291,126.773204034651 37.7578140276892,126.773243448091 37.7579132095011,126.773308512101 37.7579741501691,126.773268455376 37.7580844401547,126.77316026907 37.7582081126119,126.772946607721 37.7584960056356,126.772761384228 37.7587614294428,126.772220215266 37.7585328863179,126.772221021193 37.7582716097331,126.770901836986 37.758262280291)))"
10063,금촌역_2,41480,파주시,42,9,89,48.8,"MULTIPOLYGON(((126.770856888182 37.7636048776862,126.770845532375 37.7636071078701,126.771223424897 37.7634321595613,126.77135129409 37.7633693421137,126.771544613642 37.7632435850926,126.77195659062 37.7630551865044,126.772394155646 37.7628488170155,126.772420252582 37.7626664236238,126.772151437516 37.7624339042835,126.771994441515 37.7618231993993,126.771583293688 37.7617458169972,126.771600692719 37.7616242215044,126.771777158598 37.7614421212824,126.771874581056 37.7611314802804,126.771946114026 37.7609356610274,126.771971766195 37.7608974202136,126.772275926442 37.7607065581109,126.772446242294 37.7606776078966,126.772548363747 37.7606823110082,126.772610752041 37.7606914417094,126.772735611865 37.7606826744101,126.772860568665 37.7606423736082,126.772951542587 37.7605817352418,126.77307947463 37.7604963920315,126.773130701346 37.7604446861149,126.773173534372 37.7603546731722,126.773185290906 37.7602218045017,126.773174503058 37.7600393394383,126.773126612006 37.7599288792337,126.773041894703 37.7598003284896,126.772974269269 37.7596492868319,126.772793515666 37.7593831535086,126.772686207259 37.7592207727188,126.773270434815 37.7583637413338,126.773526759956 37.7580398918311,126.77363792739 37.7578689244328,126.773703295399 37.757830759954,126.773976183619 37.7576555997173,126.774524291106 37.7574697068931,126.775906941787 37.7580624883448,126.776231765164 37.757599115249,126.77830853629 37.7585130329635,126.776821216831 37.7606274623654,126.777183902295 37.7607813158351,126.777668428696 37.7609872046495,126.777007294897 37.7619544785484,126.775508479087 37.7640823825015,126.77601545362 37.7643761644711,126.775570797626 37.7650487796438,126.775519350235 37.7651725628091,126.775257217858 37.7655346958106,126.770856888182 37.7636048776862)))"
10064,문산시외버스터미널,41480,파주시,16,7,100,76.6,"MULTIPOLYGON(((126.783613587801 37.8600872196901,126.783624938152 37.860091745398,126.783463112889 37.860055408297,126.783247927999 37.8598095027174,126.783513642253 37.8592964566291,126.783622052516 37.8591412443273,126.783827296439 37.8589028735394,126.783998726681 37.8585698408507,126.783834090191 37.8585244896245,126.783800079543 37.8584973984701,126.783788934663 37.8584230499975,126.783791828464 37.8584050364642,126.783686936102 37.8583305147256,126.783413380462 37.8586138060721,126.783305561087 37.8585685592582,126.783014924767 37.8588630798319,126.782870480035 37.8587141561472,126.782785786688 37.8585338101722,126.782849954126 37.857968586892,126.782919968327 37.8573470653579,126.782934424865 37.8572615024793,126.782201473809 37.8572691500358,126.782220845682 37.8564831122542,126.783768855984 37.8565558061402,126.783783927066 37.8562607747246,126.784525251732 37.8563004323026,126.784441807179 37.8566629087016,126.784947154685 37.8567696995028,126.785104746168 37.8563082550676,126.785428513525 37.8563358775602,126.785617257308 37.8559060225773,126.786315516848 37.8561010028847,126.78668371677 37.8564800713694,126.786688211138 37.8564827567729,126.786689398296 37.8564800817274,126.78681236059 37.8562010130767,126.786923091208 37.8562214860272,126.786916019889 37.8567012260188,126.786952512815 37.8568522006438,126.787155132542 37.8575147634305,126.787267552947 37.8579339069221,126.787297850953 37.8582628066058,126.787314426986 37.8584250066718,126.787341949665 37.8587313776718,126.787375238939 37.8590084784505,126.787436696303 37.8593689676981,126.78754089771 37.8596844873252,126.78761403875 37.8599346320377,126.787636362676 37.8600743188522,126.787610462827 37.8601891421739,126.787377573696 37.8601661955834,126.786845286597 37.8605233522077,126.786598937125 37.8602436105854,126.786141826115 37.8601481768779,126.785855780189 37.8598435851696,126.786092085184 37.8596683333702,126.786183242337 37.8595829103211,126.78618339294 37.8595311063238,126.786200595359 37.8594770811257,126.786186607049 37.8594027276937,126.786158329273 37.859357628821,126.786095987274 37.8593034582323,126.785976637912 37.8593145017815,126.785902814588 37.8593008525645,126.785761026904 37.8592127510053,126.785579585651 37.8590840341377,126.785477288316 37.8590928560689,126.785258436648 37.8591284923786,126.785065066997 37.859193455769,126.784894483247 37.859238189494,126.784752387091 37.8592559470625,126.784712786332 37.8591973128542,126.784627494373 37.8592196794922,126.784644288979 37.8593053000734,126.784493538033 37.8593680885939,126.784317146298 37.8594556056165,126.78422608627 37.8595072420052,126.784163315951 37.8595994729814,126.784046859619 37.8595925010328,126.783972937151 37.8596126358173,126.783901941553 37.8596034952862,126.783613587801 37.8600872196901),(126.786686932134 37.8564856387756,126.786695060227 37.856486849132,126.786688211138 37.8564827567729,126.786686932134 37.8564856387756),(126.786686932134 37.8564856387756,126.786266288238 37.8564230005858,126.786105915359 37.8568664226048,126.785851859899 37.8572871493441,126.786129845102 37.857429556496,126.78628096375 37.8572383819743,126.786395007514 37.8570966915081,126.786480656105 37.8569504443927,126.786686932134 37.8564856387756)))"
10065,법원사거리,41480,파주시,10,9,98,52.7,"MULTIPOLYGON(((126.870637092609 37.8501501762678,126.870628574988 37.8501479144464,126.870649198307 37.8497289972996,126.87158401249 37.8495678608744,126.872783079486 37.8493552014263,126.873172306303 37.849310578444,126.872797743476 37.8490894382333,126.87209967052 37.8486945099598,126.871654137817 37.8484530168731,126.871691142784 37.848408010298,126.872199393671 37.8485189348044,126.872452183758 37.8485259688957,126.873028686074 37.8485919171875,126.873156612659 37.8485312426363,126.873318566234 37.8485043904444,126.873543010005 37.8484776058731,126.873824255211 37.8484553871373,126.874114041005 37.8484219151261,126.874415176817 37.8483952117367,126.874639596737 37.8483819392477,126.87515937501 37.8483982639944,126.875153598102 37.8484545669654,126.875466038103 37.8484616585004,126.875718851256 37.8484551714053,126.875943282577 37.8484351393446,126.876019975198 37.8484352209988,126.876042698937 37.8484352451831,126.876054217085 37.8483429104127,126.876105440687 37.8482866557437,126.876355496383 37.8482306122836,126.876432211593 37.8482171794936,126.876628332274 37.8481408069234,126.876773301653 37.8480778941199,126.876908810596 37.8485735580491,126.875945608023 37.8487392112905,126.8759735513 37.8490117773727,126.875961971913 37.8491401499191,126.875958952129 37.8492460079151,126.87594989654 37.8495613295292,126.875929352863 37.8499509669653,126.875875077491 37.8501310984117,126.875806419644 37.8504170756842,126.8757265481 37.8506151986792,126.875754602071 37.850822446243,126.875751746228 37.8508314526591,126.875399528371 37.850824319336,126.87496770573 37.8508576421245,126.874726254259 37.8508596350862,126.874436432165 37.8509088751031,126.873949053167 37.8502123677956,126.873810165707 37.8500387852746,126.873272846003 37.850303981213,126.873071124819 37.8503285376482,126.872718807888 37.8503799577084,126.872304069179 37.8503907657377,126.871926324342 37.8503633227576,126.871366903874 37.8502681071837,126.871219263242 37.8502296538939,126.870637092609 37.8501501762678)))"
